Area_Code2 ,Intl_Plan ,Vmail ,Vmail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,Intl_Calls,Intl_Charge,CustServ_Calls,Churn 
1,0,1,0,157.9,72,26.84,70.2,9,19.89,21,9,9.45,12.2,5,3.29,2,0
0,0,1,0,223,121,37.91,33.03,10,9.36,18.87,11,8.49,7.1,12,1.92,0,0
0,0,0,16,90.4,105,15.37,60.39,11,17.11,22.71,12,10.22,13.1,4,3.54,0,0
2,0,1,0,163.2,80,27.74,50.28,9,14.25,8.75,9,3.94,6.2,10,1.67,1,0
1,0,1,0,249.7,91,42.45,55.53,9,15.73,23.42,9,10.54,10.5,1,2.84,1,0
0,0,1,0,187,95,31.79,49.08,14,13.91,21.23,11,9.55,7.9,2,2.13,2,0
2,0,1,0,180.1,112,30.62,77.16,9,21.86,13.16,11,5.92,11.4,7,3.08,1,0
0,0,1,0,190.2,68,32.33,78.66,6,22.29,13,9,5.85,8.8,4,2.38,0,0
1,0,1,0,139.8,152,23.77,64.77,8,18.35,9.69,11,4.36,7.9,10,2.13,2,0
0,0,1,0,169.2,96,28.76,44.97,8,12.74,19.69,12,8.86,4.6,4,1.24,2,0
2,0,1,0,189.7,100,32.25,34.77,13,9.85,22.06,12,9.93,7.4,4,2,0,0
0,0,1,0,239.9,121,40.78,42.69,5,12.1,36.43,11,16.39,9.3,5,2.51,1,0
0,1,1,0,156.1,114,26.54,54.09,6,15.33,17.96,12,8.08,11.1,9,3,2,0
2,0,1,0,194.5,97,33.07,55.89,13,15.84,17.83,11,8.02,12.7,1,3.43,2,0
0,0,1,0,191.4,124,32.54,60.21,12,17.06,23.01,8,10.35,8.2,3,2.21,1,0
0,0,1,0,195,81,33.15,79.86,12,22.63,21.39,13,9.63,11.1,6,3,0,0
1,0,1,0,257.3,117,43.74,40.35,9,11.43,30.62,10,13.78,8.2,5,2.21,3,0
2,0,1,0,133.4,107,22.68,67.17,12,19.03,18.04,9,8.12,10.2,13,2.75,1,0
1,0,1,0,212.8,79,36.18,61.23,9,17.35,15.62,11,7.03,10.2,2,2.75,1,0
0,0,1,0,213.6,110,36.31,70.47,12,19.97,22.96,16,10.33,8.8,3,2.38,2,0
0,0,1,0,102.2,76,17.37,69,11,19.55,18.34,14,8.25,10.8,4,2.92,1,0
2,0,1,0,235.5,108,40.04,42.69,14,12.1,31.67,13,14.25,12.5,5,3.38,0,0
1,0,1,0,185.9,106,31.6,62.91,11,17.82,22.47,9,10.11,9.3,4,2.51,2,0
1,0,1,0,162.9,103,27.69,73.08,10,20.71,17.24,11,7.76,7,5,1.89,4,0
2,0,0,21,117.9,131,20.04,49.35,12,13.98,21.7,9,9.76,9.8,3,2.65,1,0
0,0,1,0,178,77,30.26,70.08,9,19.86,17.56,9,7.9,6.3,4,1.7,2,0
1,1,1,0,268.4,81,45.63,52.32,12,14.82,19.35,10,8.71,11.6,4,3.13,1,0
1,0,0,21,180.2,97,30.63,50.31,5,14.25,20.31,8,9.14,14.6,5,3.94,2,0
2,0,1,0,191.9,107,32.62,62.07,13,17.59,27.2,9,12.24,12.6,2,3.4,1,0
0,0,1,0,78.2,127,13.29,76.02,11,21.54,25.5,10,11.48,18,3,4.86,1,0
2,0,1,0,98.2,100,16.69,92.16,9,26.11,18.25,12,8.21,7.6,1,2.05,2,0
0,0,1,0,159.1,100,27.05,60.75,9,17.21,23.31,10,10.49,11.5,6,3.11,2,0
1,0,1,0,141.9,103,24.12,60.3,11,17.09,21.12,12,9.5,10.9,11,2.94,1,0
0,0,1,0,166.3,114,28.27,41.64,13,11.8,21.53,11,9.69,10.4,10,2.81,2,0
0,0,1,0,186.4,85,31.69,52.02,10,14.74,29.47,7,13.26,9.1,5,2.46,1,0
0,0,0,37,75.8,102,12.89,52.08,15,14.76,16.26,10,7.32,8.2,13,2.21,0,0
0,0,0,16,257.4,91,43.76,69.6,10,19.72,14.32,7,6.44,14.7,2,3.97,1,0
2,0,1,0,184.5,81,31.37,51.6,10,14.62,18.34,10,8.25,13.7,3,3.7,3,0
2,0,0,25,203.8,118,34.65,80.13,5,22.7,22.51,11,10.13,7.3,5,1.97,0,0
1,0,1,0,168.6,92,28.66,56.31,11,15.95,21.65,10,9.74,14.4,8,3.89,2,0
1,0,1,0,200.6,106,34.1,45.75,13,12.96,19.94,13,8.97,7.7,2,2.08,3,0
0,0,1,0,111.7,121,18.99,71.19,12,20.17,25.35,11,11.41,13.1,6,3.54,1,0
1,0,1,0,195.4,71,33.22,74.82,10,21.2,23.31,13,10.49,12.9,2,3.48,3,0
2,0,0,33,189.7,66,32.25,63.84,7,18.09,16.57,11,7.46,10,5,2.7,1,0
2,0,1,0,109.1,134,18.55,42.69,8,12.1,9.12,9,4.1,10.9,5,2.94,2,0
1,0,1,0,194.8,107,33.12,51.27,10,14.53,22.51,9,10.13,13.9,4,3.75,0,0
1,0,1,0,163,93,27.71,61.17,10,17.33,15.9,11,7.15,15.1,4,4.08,2,0
0,0,1,0,189.1,104,32.15,94.17,12,26.68,22.79,13,10.26,8.2,2,2.21,1,0
0,0,0,31,181.6,91,30.87,63.96,12,18.12,20.78,10,9.35,11.4,4,3.08,1,0
0,0,1,0,145.4,98,24.72,100.23,11,28.4,20.98,7,9.44,8.8,2,2.38,1,0
1,0,0,46,168.3,124,28.61,81.27,10,23.03,22.25,10,10.01,6.7,2,1.81,4,0
0,0,0,25,215.9,90,36.7,77.37,9,21.92,18.02,16,8.11,11.6,4,3.13,1,0
0,0,1,0,206.9,85,35.17,73.41,8,20.8,22.15,14,9.97,7.7,2,2.08,3,0
0,1,1,0,128.9,71,21.91,84.57,9,23.96,20.91,10,9.41,9.9,4,2.67,0,0
2,0,1,0,160.8,73,27.34,51.12,11,14.48,24.92,13,11.21,7.2,3,1.94,1,0
2,0,0,29,158.1,104,26.88,96.66,8,27.39,21,10,9.45,8.9,6,2.4,1,0
1,0,0,38,170.1,124,28.92,57.99,12,16.43,10.59,7,4.77,12.8,4,3.46,1,0
0,0,1,0,151.4,89,25.74,55.92,8,15.84,17.25,12,7.76,10.9,3,2.94,0,0
1,0,1,0,146.1,57,24.84,58.86,10,16.68,31.01,11,13.95,9.2,3,2.48,0,0
0,0,0,35,186.8,124,31.76,78.3,7,22.19,31.78,10,14.3,15,5,4.05,0,0
2,0,0,21,86.1,95,14.64,56.97,13,16.14,20.13,11,9.06,11.7,4,3.16,0,0
1,0,1,0,191.9,108,32.62,80.94,10,22.93,23.68,9,10.66,7.8,5,2.11,3,0
2,0,1,0,184.5,56,31.37,59.31,9,16.8,24.23,7,10.9,11.2,3,3.02,2,0
2,0,0,30,280,101,47.6,77.67,9,22.01,23,13,10.35,10.3,2,2.78,3,0
1,0,1,0,73.8,105,12.55,43.02,11,12.19,17.02,10,7.66,10.9,3,2.94,2,0
1,0,1,0,192.1,83,32.66,49.08,9,13.91,16.97,14,7.64,6.1,3,1.65,0,0
2,0,1,0,172.7,95,29.36,41.73,9,11.82,17.43,10,7.84,11.7,1,3.16,2,0
1,0,1,0,196.1,87,33.34,71.04,7,20.13,18.23,8,8.2,11.9,1,3.21,0,0
2,0,0,27,2.6,113,0.44,76.2,10,21.59,24.27,16,10.92,9.2,5,2.48,3,0
0,0,1,0,132,95,22.44,69.36,7,19.65,31.34,11,14.1,8.7,10,2.35,1,0
1,0,0,29,294.7,95,50.1,71.19,11,20.17,30.03,13,13.51,13.7,6,3.7,1,0
1,0,1,0,149.3,104,25.38,82.08,8,23.26,20.66,7,9.3,9.1,4,2.46,0,0
0,0,1,0,128.7,78,21.88,72.24,13,20.47,23.77,12,10.7,12.8,6,3.46,1,0
0,0,1,0,119.3,93,20.28,67.17,10,19.03,21.19,12,9.54,8.7,4,2.35,2,0
2,0,1,0,110.1,113,18.72,50.7,6,14.37,16.67,9,7.5,9.2,2,2.48,1,0
0,0,1,0,176.7,129,30.04,65.67,13,18.61,18.39,5,8.28,9.1,4,2.46,0,0
0,0,1,0,253,73,43.01,65.79,8,18.64,21.08,9,9.49,9.8,4,2.65,0,0
2,0,0,26,189,98,32.13,57.51,7,16.29,21.7,7,9.76,11.3,3,3.05,0,0
0,0,1,0,205.3,69,34.9,51.3,8,14.54,24.24,10,10.91,10.1,2,2.73,3,0
1,0,0,22,173.6,66,29.51,42.66,8,12.09,15.65,9,7.04,5.2,3,1.4,1,0
2,0,0,9,88.5,100,15.05,97.44,11,27.61,7.99,9,3.6,8.2,4,2.21,3,0
2,1,1,0,259.9,68,44.18,73.5,12,20.83,13.44,12,6.05,8.4,3,2.27,3,0
0,0,1,0,230.4,65,39.17,77.22,8,21.88,10.73,9,4.83,8.5,3,2.3,1,0
1,0,0,26,126.5,108,21.51,37.14,11,10.52,30.85,10,13.88,13.1,6,3.54,2,0
0,0,1,0,131.8,82,22.41,85.29,12,24.17,30.55,10,13.75,11.3,2,3.05,1,0
0,0,0,27,25.9,119,4.4,61.95,10,17.55,22.81,6,10.26,6.5,7,1.76,1,0
0,0,1,0,232.5,96,39.53,61.65,12,17.47,21.37,9,9.62,11.9,2,3.21,0,0
2,0,0,16,133.3,110,22.66,55.71,11,15.78,16.15,11,7.27,5.6,4,1.51,2,0
0,0,1,0,222.4,102,37.81,55.74,9,15.79,23.77,8,10.7,12,8,3.24,2,0
1,0,0,24,225.5,119,38.34,54.6,11,15.47,27.09,11,12.19,9.4,2,2.54,3,0
1,0,1,0,128.8,86,21.9,61.17,11,17.33,28.26,13,12.72,14.1,4,3.81,2,0
2,1,0,12,135.8,60,23.09,60.18,13,17.05,19.24,10,8.66,12.3,7,3.32,2,0
2,0,0,30,136.5,101,23.21,52.47,7,14.87,14.64,9,6.59,10.9,3,2.94,2,0
2,1,1,0,106.1,77,18.04,37.05,10,10.5,9.64,9,4.34,12.9,3,3.48,0,0
0,0,1,0,37.8,80,6.43,46.59,11,13.2,17.5,11,7.88,14.2,5,3.83,3,0
0,0,1,0,136,90,23.12,55.2,9,15.64,13.75,5,6.19,5.5,3,1.49,0,0
0,0,0,26,146.6,68,24.92,51.84,7,14.69,17.38,11,7.82,10,2,2.7,1,0
1,0,1,0,191.6,115,32.57,61.68,11,17.48,21.02,12,9.46,9.2,3,2.48,2,0
0,1,1,0,140.8,140,23.94,68.58,12,19.43,15.29,9,6.88,10.9,7,2.94,1,0
1,0,1,0,182.5,58,31.03,60.57,9,17.16,18.91,10,8.51,8.6,5,2.32,1,0
0,0,1,0,170.5,113,28.99,57.96,13,16.42,18.8,9,8.46,11.2,6,3.02,0,0
0,0,1,0,195.1,105,33.17,81.72,10,23.15,14.27,10,6.42,11.5,16,3.11,1,0
0,0,1,0,193.1,85,32.83,51.63,11,14.63,12.96,12,5.83,10.2,1,2.75,0,0
2,0,1,0,108.3,87,18.41,55.08,12,15.61,17.66,11,7.95,13.5,2,3.65,0,0
0,0,1,0,204.3,65,34.73,74.19,12,21.02,21.47,9,9.66,12,4,3.24,1,0
0,0,1,0,169.5,151,28.82,33.87,8,9.6,5.66,10,2.55,8.7,4,2.35,0,0
0,1,0,20,187.5,110,31.88,50.94,9,14.43,17.53,13,7.89,12.1,4,3.27,1,0
0,0,1,0,182.9,113,31.09,71.88,9,20.37,22.98,10,10.34,5.5,4,1.49,2,0
2,0,1,0,174.5,79,29.67,71.04,14,20.13,27.04,11,12.17,8.5,5,2.3,0,0
0,0,1,0,206.6,105,35.12,67.47,12,19.12,24.99,10,11.25,14.6,3,3.94,0,0
2,0,1,0,153.5,81,26.1,86.19,12,24.42,23.02,9,10.36,6.5,5,1.76,2,0
1,0,1,0,168.4,53,28.63,56.25,7,15.94,20.45,13,9.2,9.8,3,2.65,1,0
0,0,1,0,134.5,119,22.87,35.91,10,10.17,25.07,11,11.28,9.3,5,2.51,0,0
0,0,0,38,177.1,88,30.11,49.11,11,13.91,24.27,7,10.92,7.4,2,2,0,0
0,0,0,19,146.5,73,24.91,73.92,7,20.94,19.9,11,8.96,4.1,4,1.11,1,0
0,0,1,0,277.5,104,47.18,39.54,12,11.2,12.69,10,5.71,8.2,2,2.21,1,0
1,0,1,0,155.2,100,26.38,40.77,8,11.55,18.46,8,8.31,3.8,9,1.03,3,0
2,0,1,0,115.4,137,19.62,53.61,7,15.19,18.57,11,8.36,6,3,1.62,3,0
0,0,0,34,218.5,61,37.15,59.01,7,16.72,15.11,10,6.8,9.9,4,2.67,2,0
2,0,1,0,152.5,131,25.93,75.72,11,21.45,18.54,10,8.34,4.9,3,1.32,2,0
1,1,1,0,136.8,112,23.26,59.25,13,16.79,9.32,9,4.19,10.3,5,2.78,2,0
1,0,1,0,189.5,99,32.22,52.89,12,14.99,22.59,11,10.17,14.2,2,3.83,1,0
2,0,1,0,216.9,78,36.87,63.3,12,17.94,17.98,12,8.09,11.4,5,3.08,3,0
1,0,1,0,140.8,109,23.94,90.9,11,25.76,26.74,11,12.03,14.1,1,3.81,0,0
1,0,0,24,58.9,125,10.01,91.65,9,25.97,15.89,7,7.15,12.1,6,3.27,0,0
0,0,1,0,162,87,27.54,59.85,15,16.96,24.3,7,10.93,1.1,5,0.3,1,0
1,0,1,0,208.7,97,35.48,82.65,8,23.42,18.25,12,8.21,8,3,2.16,2,0
0,0,1,0,212.5,124,36.13,64.65,11,18.32,12.8,9,5.76,5.2,9,1.4,3,0
0,1,0,37,258.6,84,43.96,66.6,11,18.87,32.64,10,14.69,11.2,5,3.02,0,0
0,0,1,0,175.1,73,29.77,51.57,12,14.61,13.11,9,5.9,7.3,6,1.97,1,0
0,0,1,0,190.4,92,32.37,95.25,9,26.99,13.34,11,6,8.3,4,2.24,2,0
0,0,1,0,203.4,81,34.58,50.31,11,14.25,13.2,12,5.94,9.2,5,2.48,2,0
1,0,1,0,146.3,84,24.87,76.77,11,21.75,4.5,12,2.03,8,12,2.16,1,0
1,1,0,36,171.2,138,29.1,55.74,10,15.79,22.76,10,10.24,10.8,3,2.92,1,0
1,0,1,0,174,85,29.58,72.33,11,20.49,20.78,9,9.35,7.9,1,2.13,1,0
0,0,1,0,202.4,115,34.41,69.21,12,19.61,20.2,13,9.09,10.2,2,2.75,3,0
0,0,0,32,186.4,75,31.69,62.07,9,17.59,15.06,8,6.78,12.1,2,3.27,1,0
0,0,1,0,113.2,86,19.24,55.65,10,15.77,23.73,15,10.68,9.5,5,2.57,1,0
0,0,1,0,100,98,17,52.05,10,14.75,21.8,12,9.81,10.1,4,2.73,0,0
2,0,0,32,222.9,136,37.89,78.6,8,22.27,19.14,10,8.61,10.8,4,2.92,0,0
1,0,1,0,217.6,81,36.99,96.15,5,27.24,15.07,11,6.78,4.2,3,1.13,0,0
0,0,0,20,123.7,98,21.03,60.24,13,17.07,18.1,12,8.15,9.6,5,2.59,1,0
1,0,0,28,112.2,70,19.07,46.44,11,13.16,16.67,11,7.5,10.6,2,2.86,0,0
0,0,1,0,201.1,99,34.19,91.05,7,25.8,22.4,12,10.08,13.2,2,3.56,1,0
0,0,0,33,119.6,104,20.33,83.61,9,23.69,26.34,18,11.85,5.9,2,1.59,2,0
0,0,1,0,187.8,109,31.93,46.38,10,13.14,21.39,10,9.63,10.1,3,2.73,2,0
1,0,1,0,142.3,79,24.19,47.4,11,13.43,17.75,8,7.99,6,11,1.62,2,0
0,0,1,0,163.5,107,27.8,56.13,9,15.9,17.91,10,8.06,10.3,1,2.78,2,0
0,0,1,0,195.2,77,33.18,58.02,8,16.44,23.18,6,10.43,12.2,4,3.29,2,0
2,0,1,0,198.3,100,33.71,91.26,9,25.86,13.15,9,5.92,9.2,5,2.48,2,0
1,0,1,0,209.9,112,35.68,66.39,8,18.81,21,9,9.45,8.2,3,2.21,1,0
2,0,1,0,192.6,123,32.74,61.92,11,17.54,28.32,9,12.74,10.8,3,2.92,1,0
2,0,1,0,235.9,104,40.1,24.18,9,6.85,21.28,12,9.58,5.8,2,1.57,3,0
0,0,0,28,236.8,89,40.26,47.52,9,13.46,21.23,10,9.55,8,3,2.16,2,0
0,0,1,0,197.8,122,33.63,62.46,15,17.7,10.63,12,4.78,15.1,4,4.08,1,0
2,0,1,0,211.5,100,35.96,55.38,9,15.69,16.43,13,7.39,13.3,4,3.59,2,0
2,0,1,0,214.4,94,36.45,41.4,15,11.73,14.87,10,6.69,9.9,1,2.67,2,0
0,0,1,0,160.2,117,27.23,80.25,7,22.74,22.85,7,10.28,9.3,5,2.51,2,0
0,0,1,0,284.5,104,48.37,26.58,7,7.53,17.14,9,7.71,12.5,4,3.38,1,0
1,0,1,0,252.7,97,42.96,66.33,12,18.79,10.99,10,4.95,12.4,4,3.35,2,0
0,0,1,0,181,107,30.77,56.52,11,16.01,17.58,4,7.91,9.9,4,2.67,7,0
1,0,1,0,170.6,97,29,48.63,11,13.78,21.07,13,9.48,6.1,1,1.65,1,0
2,0,1,0,198.8,56,33.8,69.03,7,19.56,11.98,8,5.39,9.9,3,2.67,2,0
2,0,1,0,262.9,95,44.69,52.77,13,14.95,20.21,10,9.09,7.5,5,2.03,1,0
2,0,0,25,134,112,22.78,61.8,11,17.51,18.06,12,8.13,9.7,4,2.62,0,0
0,0,1,0,260.5,108,44.29,30.72,11,8.7,12.97,15,5.84,9.8,5,2.65,1,0
0,0,1,0,121.5,80,20.66,66.03,10,18.71,17.95,9,8.08,10.4,5,2.81,1,0
2,0,1,0,155.7,110,26.47,78.09,10,22.13,19.22,10,8.65,11,1,2.97,1,0
1,0,1,0,169.9,107,28.88,62.82,12,17.8,20.61,8,9.27,11.5,2,3.11,1,0
0,0,0,28,202.3,97,34.39,20.76,8,5.88,25.76,6,11.59,6.7,3,1.81,1,0
0,0,1,0,102.7,89,17.46,44.79,10,12.69,18.81,11,8.46,11,5,2.97,0,0
2,0,1,0,201.3,95,34.22,45.84,7,12.99,23.32,10,10.49,7.5,4,2.03,1,0
0,0,1,0,167.6,100,28.49,46.35,9,13.13,28.14,11,12.66,17.3,3,4.67,2,0
1,0,1,0,135.5,110,23.04,43.8,12,12.41,20.8,9,9.36,10.7,4,2.89,2,0
0,0,0,25,182.4,92,31.01,64.41,10,18.25,17.44,11,7.85,10.1,2,2.73,1,0
2,0,1,0,103.3,93,17.56,63.18,9,17.9,18.72,12,8.42,11.4,6,3.08,1,0
0,0,1,0,123.3,115,20.96,39.12,9,11.08,24.37,12,10.97,11.2,3,3.02,3,0
0,0,0,28,206.9,126,35.17,79.32,13,22.47,17.18,12,7.73,9.3,11,2.51,2,0
1,0,0,27,186.2,78,31.65,56.88,8,16.12,7.65,14,3.44,9.6,3,2.59,2,0
0,0,1,0,176.1,113,29.94,48.6,8,13.77,16.09,8,7.24,11.9,4,3.21,1,0
1,0,1,0,145.8,95,24.79,68.49,8,19.41,24.75,9,11.14,9.6,5,2.59,0,0
0,0,0,34,204.5,79,34.77,39.84,11,11.29,19.01,12,8.55,14.8,9,4,2,0
1,0,0,17,204.9,84,34.83,60.3,10,17.09,21.97,10,9.89,11.3,5,3.05,0,0
1,0,1,0,211.7,107,35.99,81.51,8,23.09,20.33,11,9.15,7.4,7,2,0,0
0,0,1,0,197.3,91,33.54,91.74,8,25.99,17.1,11,7.69,6.7,6,1.81,1,0
2,0,0,32,218.7,117,37.18,34.5,6,9.78,19.27,9,8.67,9.4,5,2.54,2,0
2,0,1,0,161.2,121,27.4,41.01,11,11.62,10.33,6,4.65,9.6,9,2.59,1,0
0,0,1,0,113.6,87,19.31,47.58,10,13.48,18.77,9,8.45,10.5,6,2.84,2,0
1,0,0,28,215.8,123,36.69,85.56,8,24.24,19.21,8,8.64,6.9,3,1.86,1,0
2,0,1,0,170.6,116,29,77.73,12,22.02,21.42,11,9.64,9.6,13,2.59,1,0
1,0,1,0,197,79,33.49,60.3,11,17.09,15.12,11,6.8,11.6,5,3.13,1,0
0,0,1,0,137.6,106,23.39,43.05,9,12.2,27.37,11,12.32,9.6,6,2.59,2,0
1,1,0,15,178.8,81,30.4,85.83,9,24.32,22.94,13,10.32,7.1,5,1.92,1,0
0,0,0,26,175.8,96,29.89,61.98,8,17.56,17.8,11,8.01,11.1,2,3,2,0
2,0,0,37,161.2,109,27.4,61.26,8,17.36,23.15,9,10.42,8.9,4,2.4,1,0
0,0,1,0,131.4,98,22.34,56.97,10,16.14,14.74,8,6.63,11.2,2,3.02,2,0
0,0,1,0,131.7,99,22.39,48.93,11,13.86,20.11,12,9.05,10.7,3,2.89,1,0
2,0,1,0,83.2,93,14.14,59.85,6,16.96,24.26,11,10.92,10.7,4,2.89,1,0
0,0,0,28,92.7,107,15.76,38.34,9,10.86,22.56,9,10.15,9.9,4,2.67,3,0
0,0,0,26,170.5,107,28.99,65.16,8,18.46,22.57,7,10.16,13.6,5,3.67,6,0
0,1,1,0,185.1,101,31.47,80.01,8,22.67,20.79,10,9.36,9,3,2.43,3,0
0,0,1,0,149.4,145,25.4,58.95,11,16.7,20.95,11,9.43,14.9,3,4.02,1,0
2,0,1,0,216.2,107,36.75,64.68,8,18.33,13.84,13,6.23,10.2,3,2.75,0,0
0,0,1,0,41.9,124,7.12,63.3,10,17.94,23.79,6,10.71,11.4,5,3.08,1,0
0,0,0,37,155,98,26.35,42.72,11,12.1,14.37,12,6.47,5.9,4,1.59,1,0
1,0,1,0,180.1,103,30.62,58.02,15,16.44,25.12,11,11.3,13.4,5,3.62,0,0
1,0,1,0,158.6,67,26.96,39.12,10,11.08,22.98,8,10.34,6.9,5,1.86,2,0
1,0,1,0,105.9,151,18,56.88,14,16.12,17.09,7,7.69,12.7,7,3.43,0,0
0,0,0,30,183.8,102,31.25,55.02,12,15.59,23.5,5,10.58,11.6,7,3.13,0,0
1,0,1,0,196.1,103,33.34,59.91,12,16.97,13.59,7,6.12,12.9,1,3.48,3,0
0,0,1,0,225.2,93,38.28,64.53,12,18.28,24.18,10,10.88,9.1,2,2.46,2,0
1,0,1,0,149.8,112,25.47,54,9,15.3,14,12,6.3,11.7,4,3.16,2,0
1,0,1,0,185.3,91,31.5,65.73,9,18.62,24.36,11,10.96,5.5,5,1.49,0,0
2,0,1,0,147.2,119,25.02,57.84,9,16.39,17.27,11,7.77,10.2,4,2.75,1,0
0,0,0,15,196.8,79,33.46,52.05,10,14.75,27.47,11,12.36,14.6,5,3.94,1,0
1,0,1,0,191.3,120,32.52,64.92,12,18.39,10.03,13,4.51,8.6,9,2.32,3,0
0,0,1,0,210.6,117,35.8,49.26,10,13.96,20.14,7,9.06,9.4,5,2.54,0,0
1,0,1,0,167.8,88,28.53,74.37,8,21.07,15.51,11,6.98,11.9,4,3.21,0,0
0,0,1,0,198.3,80,33.71,56.1,9,15.9,13.35,10,6.01,16.6,4,4.48,2,0
1,0,1,0,202.7,105,34.46,67.47,9,19.12,25.39,11,11.43,12.1,7,3.27,0,0
0,0,1,0,217.3,79,36.94,65.4,11,18.53,16.65,7,7.49,11.5,7,3.11,1,0
0,0,0,31,252.1,98,42.86,64.71,15,18.33,13.57,12,6.11,5.1,4,1.38,2,0
0,0,1,0,170.5,101,28.99,61.95,11,17.55,19.43,11,8.74,9.8,1,2.65,3,0
0,0,1,0,210.7,116,35.82,65.76,9,18.63,17.97,8,8.09,7.2,6,1.94,1,0
0,0,1,0,206,128,35.02,59.43,7,16.84,13.59,12,6.12,13.2,3,3.56,0,0
1,0,0,22,306.2,123,52.05,56.91,8,16.12,24.03,11,10.81,11.7,2,3.16,0,0
2,0,1,0,96.9,110,16.47,72.42,8,20.52,14.1,7,6.35,10.8,3,2.92,0,0
0,0,1,0,209.4,49,35.6,71.22,12,20.18,23.92,10,10.76,9.8,11,2.65,1,0
2,0,1,0,172.2,81,29.27,64.47,12,18.27,18.43,9,8.29,11.1,6,3,3,0
1,0,1,0,181.2,71,30.8,103.47,11,29.32,21.36,15,9.61,12.1,2,3.27,3,0
0,0,1,0,207.1,79,35.21,54.6,10,15.47,23.37,7,10.52,7.4,8,2,1,0
0,0,1,0,172.2,92,29.27,48.78,8,13.82,25.03,10,11.26,8.7,4,2.35,1,0
2,1,1,0,168.4,114,28.63,82.8,13,23.46,19.62,5,8.83,11.4,3,3.08,1,0
0,1,1,0,81.4,110,13.84,79.11,15,22.41,21.97,11,9.89,12.2,3,3.29,1,0
2,0,0,33,141.4,130,24.04,55.92,11,15.84,21,11,9.45,7.7,6,2.08,1,0
0,0,1,0,138.9,65,23.61,62.67,11,17.76,23.24,8,10.46,9.2,3,2.48,2,0
1,0,1,0,202.9,97,34.49,46.14,10,13.07,11.35,9,5.11,9,3,2.43,3,0
1,0,1,0,221.9,66,37.72,33.81,11,9.58,17.65,14,7.94,10.7,6,2.89,1,0
1,0,1,0,186.9,79,31.77,54.78,11,15.52,14.31,9,6.44,4.2,14,1.13,1,0
0,0,1,0,200,66,34,32.37,10,9.17,23.37,8,10.52,11.4,2,3.08,3,0
1,0,0,28,200.7,88,34.12,79.26,12,22.46,17.27,10,7.77,9.1,5,2.46,1,0
2,0,1,0,139.8,98,23.77,74.16,10,21.01,24.1,11,10.85,11.7,3,3.16,3,0
0,0,0,27,154.4,141,26.25,63.18,11,17.9,16.79,11,7.56,7.8,3,2.11,3,0
2,1,1,0,234.1,91,39.8,48.93,11,13.86,28.25,10,12.71,10,3,2.7,1,0
0,0,1,0,221.2,80,37.6,64.08,10,18.16,29.18,9,13.13,11.9,3,3.21,4,0
2,0,0,16,196,85,33.32,32.13,12,9.1,20.59,11,9.27,9.7,1,2.62,1,0
0,1,0,17,225.2,116,38.28,52.02,9,14.74,14.58,10,6.56,11.7,4,3.16,0,0
0,0,0,26,161.6,123,27.47,58.65,10,16.62,25.44,10,11.45,13.7,3,3.7,1,0
0,0,1,0,262,112,44.54,24.81,6,7.03,19.51,12,8.78,10.7,5,2.89,1,0
0,0,1,0,168.6,85,28.66,52.89,9,14.99,28.23,7,12.7,13.3,10,3.59,1,0
1,1,1,0,170.1,113,28.92,81.54,9,23.1,11.07,8,4.98,8.7,4,2.35,1,0
1,0,1,0,161.1,133,27.39,61.59,10,17.45,6.03,9,2.71,12.2,2,3.29,2,0
0,0,1,0,229.4,107,39,64.23,10,18.2,28.96,10,13.03,10.4,6,2.81,4,0
0,0,1,0,101.7,105,17.29,60.84,10,17.24,13.62,12,6.13,9.4,6,2.54,3,0
2,0,1,0,156.6,88,26.62,74.28,8,21.05,19.23,12,8.65,12.3,5,3.32,3,0
0,0,1,0,207.7,75,35.31,57.39,12,16.26,22.67,10,10.2,11.6,6,3.13,2,0
2,0,1,0,204.2,115,34.71,53.97,15,15.29,21.68,11,9.76,9.5,5,2.57,1,0
0,0,0,36,93.1,68,15.83,73.83,8,20.92,9.49,11,4.27,8.7,8,2.35,1,0
2,0,1,0,209.4,67,35.6,82.14,9,23.27,15.02,9,6.76,12.8,1,3.46,0,0
2,0,0,25,164.9,110,28.03,62.79,11,17.79,23.12,6,10.4,6.7,9,1.81,1,0
2,0,1,0,230.7,66,39.22,49.62,7,14.06,30.91,14,13.91,13.3,10,3.59,1,0
1,0,1,0,109.9,102,18.68,66.24,11,18.77,10.4,13,4.68,10.9,6,2.94,0,0
0,0,1,0,174.5,98,29.67,54.06,10,15.32,17.9,9,8.06,10.7,2,2.89,2,0
0,0,1,0,242.5,110,41.23,48.69,14,13.8,18.41,9,8.28,7.8,3,2.11,4,0
2,0,0,28,115.4,96,19.62,55.62,9,15.76,20.93,7,9.42,17.7,4,4.78,0,0
1,0,1,0,159.5,96,27.12,50.16,12,14.21,13.86,11,6.24,10.2,4,2.75,0,0
2,0,1,0,162.6,83,27.64,45.69,11,12.95,5.75,12,2.59,14.2,3,3.83,1,0
1,0,0,25,176.8,94,30.06,58.5,8,16.58,21.35,12,9.61,8.3,4,2.24,0,0
1,0,1,0,152.6,97,25.94,62.67,9,17.76,11.91,10,5.36,5,10,1.35,1,0
